25000	0.002649
50000	0.005408
100000	0.011387
150000	0.017392
200000	0.023202
250000	0.030041
300000	0.035890
350000	0.042474
400000	0.049244
450000	0.055241
500000	0.062346
550000	0.069675
600000	0.075104
650000	0.082939
700000	0.088503
750000	0.097171
800000	0.114190
850000	0.110893
900000	0.118154
950000	0.124439
1000000	0.131411
1500000	0.200550
2000000	0.273595
2500000	0.346434
3000000	0.420176
3500000	0.494811
4000000	0.566266
4500000	0.712887
5000000	0.719301
5500000	0.789595
6000000	0.868690
6500000	1.027839
7000000	1.025329
7500000	1.103188
8000000	1.176967
8500000	1.266713
9000000	1.341717
9500000	1.401030
10000000	1.477927
