25000	0.002678
50000	0.005580
100000	0.011743
150000	0.017882
200000	0.024428
250000	0.031226
300000	0.037689
350000	0.044354
400000	0.051145
450000	0.057885
500000	0.064920
550000	0.071806
600000	0.132235
650000	0.140648
700000	0.097128
750000	0.099536
800000	0.107320
850000	0.113825
900000	0.121273
950000	0.127936
1000000	0.136174
1500000	0.209199
2000000	0.291136
2500000	0.360339
3000000	0.467497
3500000	0.513415
4000000	0.592906
4500000	0.670878
5000000	0.747619
5500000	0.825544
6000000	0.906501
6500000	0.989075
7000000	1.071056
7500000	1.149066
8000000	1.234312
8500000	1.313282
9000000	1.396251
9500000	1.474640
10000000	1.556925
