0	19353
1	19258
2	19433
3	19319
4	19340
5	19289
6	19522
7	19343
8	19354
9	19442
10	19431
11	19179
12	19366
13	19373
14	19323
15	19216
16	438
17	447
18	446
19	434
20	451
21	445
22	458
23	437
24	451
25	451
26	427
27	422
28	445
29	442
30	413
31	462
32	443
33	417
34	438
35	408
36	404
37	418
38	459
39	426
40	414
41	439
42	463
43	432
44	469
45	481
46	419
47	420
48	19105
49	19323
50	19228
51	19208
52	19320
53	19160
54	19277
55	19329
56	19014
57	19227
58	19376
59	19028
60	19224
61	19178
62	19518
63	19424
64	424
65	417
66	419
67	430
68	438
69	413
70	420
71	402
72	454
73	405
74	446
75	426
76	439
77	419
78	414
79	425
80	19147
81	19179
82	19196
83	19209
84	19058
85	19178
86	19359
87	19262
88	19355
89	19279
90	19155
91	19171
92	19184
93	19102
94	19066
95	19203
96	19224
97	19237
98	19128
99	18963
100	19314
101	19248
102	19276
103	19134
104	19303
105	19102
106	19323
107	19166
108	19114
109	19333
110	19157
111	19470
112	416
113	440
114	417
115	405
116	438
117	425
118	416
119	449
120	438
121	462
122	429
123	413
124	438
125	393
126	410
127	438
