10000	0.001085
25000	0.003377
50000	0.007952
75000	0.013510
100000	0.019968
125000	0.026604
500000	0.195220
1000000	0.499908
2250000	1.413310
5000000	3.595648
10000000	8.176654
20000000	18.348536
30000000	29.814280
40000000	42.766870
50000000	57.202282
60000000	72.682422
70000000	89.142702
80000000	106.053755
90000000	123.315661
100000000	141.011304
