10000	0.000397
25000	0.001296
50000	0.003542
75000	0.005659
100000	0.007727
125000	0.009780
500000	0.047159
1000000	0.101302
2250000	0.245601
5000000	0.570184
10000000	1.160857
20000000	2.386730
30000000	3.608956
40000000	4.918555
50000000	6.303434
60000000	7.820895
70000000	9.437264
80000000	11.136610
90000000	12.832847
100000000	14.608341
