10000	0.001500
25000	0.004967
50000	0.011925
75000	0.019735
100000	0.028474
125000	0.038754
500000	0.219128
1000000	0.544549
2250000	1.460141
5000000	3.869379
10000000	9.176466
20000000	20.926172
30000000	33.851371
40000000	47.952768
50000000	62.472652
60000000	77.960266
70000000	93.169764
80000000	108.850746
90000000	125.371539
100000000	141.650420
